name,price,mileage,mpg,ext_color,int_color,transmission,rwd,condition,year,engine_size,engine_info
  F8 Spider,469900,2040,16.5,Silver Exterior,Tan Leather Seats,7-Speed Automatic Transmission,yes,Used,2021,3.9,8-Cylinder Turbo Gas Engine
  Portofino,217900,13630,19.0,Bianco Avus Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2019,3.9,8-Cylinder Turbo Gas Engine
  812 Superfast,385985,7672,14.0,Grigio Silverstone Metallic Exterior,Rosso Ferrari Leather Seats,7-Speed Automatic Transmission,yes,Used,2019,6.5,12-Cylinder Gas Engine
  612 Scaglietti,124900,11422,12.5,Grigio Silverstone Exterior,Nero Leather Seats,Automatic Transmission,yes,Used,2007,5.7,12-Cylinder Gas Engine
  575M Maranello,131997,16107,12.0,Argento Nurburgring Exterior,Black Leather Seats,6-Speed Automatic Transmission,yes,Used,2004,5.7,12-Cylinder Gas Engine
  GTC4Lusso T,215900,6295,18.0,Grigio Silverstone Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2019,3.9,8-Cylinder Turbo Gas Engine
  812 Superfast,359990,21479,14.0,Rosso Corsa Exterior,Black Leather Seats,7-Speed Automatic Transmission,yes,Certified,2019,6.5,12-Cylinder Gas Engine
  488 GTB,272000,4913,18.5,Argento Nurburgring Exterior,Rosso Ferrari Leather Seats,7-Speed Automatic Transmission,yes,Used,2018,3.9,8-Cylinder Turbo Gas Engine
  488 GTB,294995,3930,18.5,Black Exterior,Leather Leather Seats,7-Speed Automatic Transmission,yes,Certified,2019,3.9,8-Cylinder Turbo Gas Engine
  812 GTS,589999,4800,13.5,Gray Exterior,Rosso Ferrari Leather Seats,7-Speed Automatic Transmission,yes,Used,2021,6.5,12-Cylinder Gas Engine
  F8 Tributo,344900,7171,17.0,Red Exterior,Nero Interior,7-Speed Automatic Transmission,yes,Certified,2020,3.9,8-Cylinder Turbo Gas Engine
  California T,165900,6729,19.5,Black Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2017,3.9,8-Cylinder Turbo Gas Engine
  F8 Spider,489900,3221,16.5,Red Exterior,Carbon Leather Seats,7-Speed Automatic Transmission,yes,Used,2021,3.9,8-Cylinder Turbo Gas Engine
  Roma,252900,4253,19.5,Grigio Titanio Exterior,Nero Leather Seats,8-Speed Automatic Transmission,yes,Used,2021,3.9,8-Cylinder Turbo Gas Engine
  Roma,237995,2375,19.5,Grigio Titanio Metallic Exterior,Bordeaux Leather Seats,8-Speed Automatic Transmission,yes,Certified,2021,3.9,8-Cylinder Turbo Gas Engine
  F12 Berlinetta,208995,26960,14.0,Silver Exterior,Beige Leather Seats,7-Speed Automatic Transmission,yes,Used,2014,6.3,12-Cylinder Gas Engine
  F8 Spider,469000,6498,16.5,Bianco Cervino Exterior,Rosso Ferrari Leather Seats,7-Speed Automatic Transmission,yes,Certified,2021,3.9,8-Cylinder Turbo Gas Engine
  F8 Spider,499988,1961,16.5,Blu Corsa Exterior,Sabbia Leather Seats,7-Speed Automatic Transmission,yes,Used,2021,3.9,8-Cylinder Turbo Gas Engine
  Roma,299988,1167,19.5,Rosso Corsa Exterior,Nero Leather Seats,8-Speed Automatic Transmission,yes,Certified,2022,3.9,8-Cylinder Turbo Gas Engine
  488 Spider,310000,7767,18.5,Red Exterior,Beige/Tan Leather Seats,7-Speed Automatic Transmission,yes,Used,2018,3.9,8-Cylinder Turbo Gas Engine
  488 GTB,269975,7000,18.5,White Exterior,Black Leather Seats,7-Speed Automatic Transmission,yes,Used,2019,3.9,8-Cylinder Turbo Gas Engine
  California,105997,21782,16.0,Bianco Avus Exterior,Tan Leather Seats,7-Speed Automatic Transmission,yes,Used,2012,4.3,8-Cylinder Gas Engine
  488 Spider,321750,11247,18.5,Rosso Corsa Metalizzato Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2018,3.9,8-Cylinder Turbo Gas Engine
  488 Pista Coupe,509996,10655,17.5,Blu Tour De France Metallic Exterior,Blu Sterling Leather Seats,7-Speed Automatic Transmission,yes,Used,2019,3.9,8-Cylinder Turbo Gas Engine
  F8 Spider,459900,3024,16.5,Blue Tour De France Exterior,Tortora Leather Seats,7-Speed Automatic Transmission,yes,Used,2021,3.9,8-Cylinder Turbo Gas Engine
  488 Pista Coupe,479900,9939,17.5,Giallo Modena Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2019,3.9,8-Cylinder Turbo Gas Engine
  488 Spider,309900,12007,18.5,Bianco Avus Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2018,3.9,8-Cylinder Turbo Gas Engine
  F8 Spider,479990,490,16.5,Bianco Cervino Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2022,3.9,8-Cylinder Turbo Gas Engine
  Portofino M,364988,45,19.5,Grigio Titanio Exterior,Rosso Maison Leather Seats,8-Speed Automatic Transmission,yes,Certified,2023,3.9,8-Cylinder Turbo Gas Engine
  F8 Spider,449900,1485,16.5,Rosso Corsa Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2021,3.9,8-Cylinder Turbo Gas Engine
  488 Spider,279988,12976,18.5,Grigio Titanio Exterior,Rosso Ferrari Leather Seats,7-Speed Automatic Transmission,yes,Certified,2018,3.9,8-Cylinder Turbo Gas Engine
  Roma,264727,3759,19.5,Nero Exterior,Nero Leather Seats,8-Speed Automatic Transmission,yes,Used,2022,3.9,8-Cylinder Turbo Gas Engine
  488 GTB,275000,8200,18.5,Bianco Avus Exterior,Rosso Ferrari Leather Seats,7-Speed Automatic Transmission,yes,Used,2017,3.9,8-Cylinder Turbo Gas Engine
  Roma,256900,2566,19.5,Grigio Medio Exterior,Blu Sterling Leather Seats,8-Speed Automatic Transmission,yes,Used,2022,3.9,8-Cylinder Turbo Gas Engine
  F8 Tributo,379990,3296,17.0,Rossomugello Exterior,Cioccolato Leather Seats,7-Speed Automatic Transmission,yes,Certified,2022,3.9,8-Cylinder Turbo Gas Engine
  488 Spider,319488,5248,18.5,Rosso Corsa Exterior,Nero Leather W/Rosso Stitching Leather Seats,7-Speed Automatic Transmission,yes,Used,2018,3.9,8-Cylinder Turbo Gas Engine
  575M Maranello,109900,28722,12.5,Red Exterior,Tan Leather Seats,Automatic Transmission,yes,Used,2002,5.7,12-Cylinder Gas Engine
  812 Superfast,399900,1982,14.0,Argento Nurburgring Matte Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2020,6.5,12-Cylinder Gas Engine
  812 Superfast,429000,4541,14.0,Rosso Fuocco Exterior,Cuoio Leather Seats,7-Speed Automatic Transmission,yes,Used,2019,6.5,12-Cylinder Gas Engine
  488 Pista Coupe,579000,4001,17.5,Blu Elettrico Exterior,Black Leather Seats,7-Speed Automatic Transmission,yes,Used,2019,3.9,8-Cylinder Turbo Gas Engine
  Roma,299988,399,19.5,Bianco Avus Exterior,Rosso Ferrari Leather Seats,8-Speed Automatic Transmission,yes,Certified,2022,3.9,8-Cylinder Turbo Gas Engine
  F8 Tributo,363898,6028,17.0,Rosso Scuderia Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2021,3.9,8-Cylinder Turbo Gas Engine
  Roma,379900,351,19.5,Rosso Scuderia Exterior,Cuoio Leather Seats,8-Speed Automatic Transmission,yes,Used,2023,3.9,8-Cylinder Turbo Gas Engine
  Portofino M,355000,199,19.5,Rosso Corsa Exterior,Beige Tradizione Leather Seats,8-Speed Automatic Transmission,yes,Used,2023,3.9,8-Cylinder Turbo Gas Engine
  488 Pista Coupe,499000,6719,17.5,Rosso Corsa Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2019,3.9,8-Cylinder Turbo Gas Engine
  488 Spider,244900,38365,18.5,Corsa Blue Metallic Exterior,Black Leather Seats,7-Speed Automatic Transmission,yes,Used,2016,3.9,8-Cylinder Turbo Gas Engine
  488 Spider,278798,17337,18.5,Rosso Scuderia Exterior,Nero Interior,7-Speed Automatic Transmission,yes,Used,2018,3.9,8-Cylinder Turbo Gas Engine
  812 Superfast,399900,1982,14.0,Argento Nurburgring Matte Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2020,6.5,12-Cylinder Gas Engine
  488 GTB,279900,4732,18.5,Grigio Titanio Metallic Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2019,3.9,8-Cylinder Turbo Gas Engine
  812 Superfast,319900,9476,14.0,Bianco Avus Exterior,Black Leather Seats,7-Speed Automatic Transmission,yes,Certified,2018,6.5,12-Cylinder Gas Engine
  488 GTB,269999,6909,18.5,Rosso Mugello Exterior,Cuoio Leather Seats,7-Speed Automatic Transmission,yes,Used,2017,3.9,8-Cylinder Turbo Gas Engine
  488 GTB,279988,7580,18.5,Rosso Corsa Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2019,3.9,8-Cylinder Turbo Gas Engine
  F8 Tributo,370995,6547,17.0,Bianco Avus Exterior,Nero Interior,7-Speed Automatic Transmission,yes,Certified,2021,3.9,8-Cylinder Turbo Gas Engine
  Roma,258900,3595,19.5,Verde Zeltweg Exterior,Cuoio Leather Seats,8-Speed Automatic Transmission,yes,Certified,2022,3.9,8-Cylinder Turbo Gas Engine
  Roma,319715,74,19.5,Blu Pozzi Exterior,Rosso Ferrari Leather Seats,8-Speed Automatic Transmission,yes,Certified,2023,3.9,8-Cylinder Turbo Gas Engine
  812 Superfast,389988,5068,14.0,Grigio Silverstone Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2018,6.5,12-Cylinder Gas Engine
  Portofino,211900,7124,19.0,Grigio Titanio Exterior,Cuoio Leather Seats,7-Speed Automatic Transmission,yes,Certified,2019,3.9,8-Cylinder Turbo Gas Engine
  F8 Tributo,409000,9718,17.0,Grigio Scuro Exterior,Rosso Ferrari Leather Seats,7-Speed Automatic Transmission,yes,Used,2021,3.9,8-Cylinder Turbo Gas Engine
  F8 Spider,444990,1119,16.5,Bianco Avus Exterior,Cuoio Leather Seats,7-Speed Automatic Transmission,yes,Used,2022,3.9,8-Cylinder Turbo Gas Engine
  California,108900,11377,16.0,Bianco Avus Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2010,4.3,8-Cylinder Gas Engine
  488 Spider,319989,1546,18.5,Black Exterior,Tan Leather Seats,7-Speed Automatic Transmission,yes,Used,2018,3.9,8-Cylinder Turbo Gas Engine
  F8 Spider,539900,1907,16.5,Rosso Dino Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2021,3.9,8-Cylinder Turbo Gas Engine
  Roma,254900,1247,19.5,Blu Tour De France Exterior,Rosso Ferrari Leather Seats,8-Speed Automatic Transmission,yes,Certified,2022,3.9,8-Cylinder Turbo Gas Engine
  812 GTS,589777,3961,13.5,Grigio Silverstone Metallic Exterior,Rosso Ferrari Leather Seats,7-Speed Automatic Transmission,yes,Certified,2021,6.5,12-Cylinder Gas Engine
  488 GTB,249900,7069,18.5,Grigio Alloy Metallic Exterior,Terra Bruciata Leather Seats,7-Speed Automatic Transmission,yes,Used,2016,3.9,8-Cylinder Turbo Gas Engine
  California T,147890,8669,19.5,Rosso Corsa Exterior,Cuoio Leather Seats,7-Speed Automatic Transmission,yes,Certified,2016,3.9,8-Cylinder Turbo Gas Engine
  812 Superfast,359000,14303,14.0,Nero Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2020,6.5,12-Cylinder Gas Engine
  488 Spider,299990,12789,18.5,Rosso Corsa Exterior,Beige Tradizione Leather Seats,7-Speed Automatic Transmission,yes,Used,2019,3.9,8-Cylinder Turbo Gas Engine
  F430 Coupe,119990,29295,12.5,Rosso Corsa Ds Exterior,Beige Leather Seats,Automatic Transmission,yes,Used,2005,4.3,8-Cylinder Gas Engine
  488 Spider,271995,7352,18.5,Black Exterior,Ferrari Red Leather Seats,7-Speed Automatic Transmission,yes,Used,2016,3.9,8-Cylinder Turbo Gas Engine
  Portofino,209900,20569,19.0,Rosso Corsa Exterior,"Beige Tradizione, Pr Leather Seats",7-Speed Automatic Transmission,yes,Used,2019,3.9,8-Cylinder Turbo Gas Engine
  Portofino,249900,6673,19.0,Black Exterior,Red Leather Seats,7-Speed Automatic Transmission,yes,Certified,2020,3.9,8-Cylinder Turbo Gas Engine
  812 GTS,618995,2468,13.5,Grigio Gts Exterior,Cioccolato Leather Seats,7-Speed Automatic Transmission,yes,Certified,2021,6.5,12-Cylinder Gas Engine
  458 Italia Coupe,229789,10477,15.0,Bianco Avus Exterior,Blue/Sand Leather Seats,7-Speed Automatic Transmission,yes,Used,2014,4.5,8-Cylinder Gas Engine
  Portofino M,339800,370,19.5,Bianco Cervino Exterior,Red Leather Seats,8-Speed Automatic Transmission,yes,Used,2022,3.9,8-Cylinder Turbo Gas Engine
  812 GTS,599900,1558,13.5,Rosso Corsa Exterior,Crema Leather Seats,7-Speed Automatic Transmission,yes,Used,2021,6.5,12-Cylinder Gas Engine
  California T,154991,17039,19.5,Rosso Corsa Exterior,Cuoio Leather Seats,7-Speed Automatic Transmission,yes,Certified,2016,3.9,8-Cylinder Turbo Gas Engine
  F8 Spider,465999,1122,16.5,Nero Daytona Metallic Exterior,Rosso Ferrari Leather Seats,7-Speed Automatic Transmission,yes,Used,2022,3.9,8-Cylinder Turbo Gas Engine
  488 Spider,289995,11967,18.5,White Exterior,Red Leather Seats,7-Speed Automatic Transmission,yes,Used,2018,3.9,8-Cylinder Turbo Gas Engine
  488 Pista Coupe,519950,5028,17.5,Rosso Corsa Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2019,3.9,8-Cylinder Turbo Gas Engine
  812 GTS,589988,587,13.5,Bianco Italia Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2022,6.5,12-Cylinder Gas Engine
  812 Superfast,385812,1818,14.0,Grigio Titanio Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2020,6.5,12-Cylinder Gas Engine
  Roma,284900,1012,19.5,Red Exterior,Tan Leather Seats,8-Speed Automatic Transmission,yes,Used,2023,3.9,8-Cylinder Turbo Gas Engine
  California T,154991,17039,19.5,Rosso Corsa Exterior,Cuoio Leather Seats,7-Speed Automatic Transmission,yes,Certified,2016,3.9,8-Cylinder Turbo Gas Engine
  F8 Spider,464995,505,16.5,Grigio Titanio Exterior,Red Leather Seats,7-Speed Automatic Transmission,yes,Certified,2023,3.9,8-Cylinder Turbo Gas Engine
  488 Spider,269888,16372,18.5,Nero Ds 1250 Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2018,3.9,8-Cylinder Turbo Gas Engine
  F8 Spider,444995,7407,16.5,Rosso Corsa Exterior,Carbon Leather Leather Seats,7-Speed Automatic Transmission,yes,Certified,2021,3.9,8-Cylinder Turbo Gas Engine
  F8 Spider,519900,928,16.5,Red Exterior,Black Leather Seats,7-Speed Automatic Transmission,yes,Used,2022,3.9,8-Cylinder Turbo Gas Engine
  Portofino,232900,5870,19.0,Canna De Fucile Exterior,Blu Sterling Leather Seats,7-Speed Automatic Transmission,yes,Used,2019,3.9,8-Cylinder Turbo Gas Engine
  812 GTS,599995,1530,13.5,Rosso Corsa Exterior,Cuoio Leather Seats,7-Speed Automatic Transmission,yes,Used,2022,6.5,12-Cylinder Gas Engine
  Portofino M,299900,1314,19.5,Nero Daytona Exterior,Sabbia Leather Seats,8-Speed Automatic Transmission,yes,Certified,2022,3.9,8-Cylinder Turbo Gas Engine
  488 Pista Coupe,579995,657,17.5,Nero Daytona Metallic Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2020,3.9,8-Cylinder Turbo Gas Engine
  458 Italia Coupe,189995,4500,15.0,Rosso Scuderia Exterior,Red & Black Leather Seats,7-Speed Automatic Transmission,yes,Used,2013,4.5,8-Cylinder Gas Engine
  488 GTB,305188,8123,18.5,Grigio Silverstone 740 Exterior,Nero 8500 Leather Seats,7-Speed Automatic Transmission,yes,Used,2018,3.9,8-Cylinder Turbo Gas Engine
  F8 Tributo,455900,609,17.0,Maroon Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2020,3.9,8-Cylinder Turbo Gas Engine
  F8 Spider,468795,3854,16.5,Rosso Scuderia Exterior,Beige Tradizione Leather Seats,7-Speed Automatic Transmission,yes,Certified,2021,3.9,8-Cylinder Turbo Gas Engine
  Roma,237998,3652,19.5,Rosso Corsa Exterior,Black With Rosso Stitching Leather Seats,8-Speed Automatic Transmission,yes,Used,2021,3.9,8-Cylinder Turbo Gas Engine
  Portofino,219990,2529,19.0,Argento Nurburgring Metallic Exterior,Rosso Ferrari Leather Seats,7-Speed Automatic Transmission,yes,Certified,2019,3.9,8-Cylinder Turbo Gas Engine
  F8 Spider,449990,3408,16.5,Rosso Corsa Metallizzato Exterior,Beige Tradizione Leather Seats,7-Speed Automatic Transmission,yes,Certified,2021,3.9,8-Cylinder Turbo Gas Engine
  Portofino M,309900,4791,19.5,Gray Exterior,Red Leather Seats,8-Speed Automatic Transmission,yes,Certified,2022,3.9,8-Cylinder Turbo Gas Engine
  488 GTB,259900,8178,18.5,Gray Exterior,Tan Leather Seats,7-Speed Automatic Transmission,yes,Used,2016,3.9,8-Cylinder Turbo Gas Engine
  Portofino,245842,7204,19.0,Grigio Ferro Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2020,3.9,8-Cylinder Turbo Gas Engine
  812 GTS,619985,1444,13.5,Bianco Avus Exterior,Cuoio Leather Seats,7-Speed Automatic Transmission,yes,Used,2021,6.5,12-Cylinder Gas Engine
  California T,163900,6367,19.5,Bianco Avus Exterior,Beige Tradizione Leather Seats,7-Speed Automatic Transmission,yes,Used,2017,3.9,8-Cylinder Turbo Gas Engine
  Portofino,194900,21946,19.0,Red Exterior,Black Leather Seats,7-Speed Automatic Transmission,yes,Used,2019,3.9,8-Cylinder Turbo Gas Engine
  F430 Spider,149980,25390,12.5,Red Exterior,Brown Leather Seats,6-Speed Automatic Transmission,yes,Used,2005,4.3,8-Cylinder Gas Engine
  F430 Spider,133900,19852,13.5,Black Exterior,Black Leather Seats,6-Speed Automatic Transmission,yes,Used,2007,4.3,8-Cylinder Gas Engine
  Roma,259995,2229,19.5,Nero Ds 1250 Exterior,Nero Leather Seats,8-Speed Automatic Transmission,yes,Used,2021,3.9,8-Cylinder Turbo Gas Engine
  F12 Berlinetta,269900,23646,14.0,Giallo Modena Exterior,Cuoio Leather Seats,7-Speed Automatic Transmission,yes,Certified,2015,6.3,12-Cylinder Gas Engine
  488 Pista Coupe,524995,4107,17.5,Azzurro Dino Exterior,Grey And Blue Alcantara Leather Seats,7-Speed Automatic Transmission,yes,Used,2019,3.9,8-Cylinder Turbo Gas Engine
  812 Superfast,354991,7984,14.0,Rosso Corsa Exterior,Black Leather Seats,7-Speed Automatic Transmission,yes,Used,2019,6.5,12-Cylinder Gas Engine
  F8 Spider,459799,1750,16.5,Grigio Silverstone Metallic Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2021,3.9,8-Cylinder Turbo Gas Engine
  Roma,279990,1584,19.5,Grigio Silverstone Metallic Exterior,Cuoio Leather Seats,8-Speed Automatic Transmission,yes,Certified,2023,3.9,8-Cylinder Turbo Gas Engine
  488 Spider,237991,21106,18.5,Nero Ds 1250 Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2017,3.9,8-Cylinder Turbo Gas Engine
  F12 Berlinetta,289994,10103,14.0,Corsa Red Exterior,Black Interior,7-Speed Automatic Transmission,yes,Certified,2016,6.3,12-Cylinder Gas Engine
  812 GTS,568000,2381,13.5,Giallo Modena Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2021,6.5,12-Cylinder Gas Engine
  488 GTB,215000,29400,18.5,Nero Daytona Metallic Exterior,Beige Leather Seats,7-Speed Automatic Transmission,yes,Used,2016,3.9,8-Cylinder Turbo Gas Engine
  F12 Berlinetta,224900,26033,14.0,Argento Nurburgring Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2014,6.3,12-Cylinder Gas Engine
  812 GTS,634900,1318,13.5,Red Exterior,Black Leather Seats,7-Speed Automatic Transmission,yes,Certified,2022,6.5,12-Cylinder Gas Engine
  GTC4Lusso,254988,16674,14.5,Grigio Silverstone Metallic Exterior,Cuoio Leather Seats,7-Speed Automatic Transmission,yes,Certified,2018,6.3,12-Cylinder Gas Engine
  812 Superfast,399900,9117,14.0,Blu Tour De France Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2020,6.5,12-Cylinder Gas Engine
  F430 Scuderia,264900,20920,13.5,Giallo Modena Exterior,Nero Leather Seats,6-Speed Automatic Transmission,yes,Used,2009,4.3,8-Cylinder Gas Engine
  488 GTB,294777,2123,18.5,Rosso Corsa Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2018,3.9,8-Cylinder Turbo Gas Engine
  GTC4Lusso T,234900,116,18.0,Rosso California Exterior,Black Leather Seats,7-Speed Automatic Transmission,yes,Used,2019,3.9,8-Cylinder Turbo Gas Engine
  F8 Spider,439988,2773,16.5,Rosso Corsa Exterior,Beige Tradizione Leather Seats,7-Speed Automatic Transmission,yes,Used,2021,3.9,8-Cylinder Turbo Gas Engine
  California,119995,24050,16.0,Corsa Red Exterior,Beige Leather Seats,7-Speed Automatic Transmission,yes,Used,2013,4.3,8-Cylinder Gas Engine
  360 Spider,269995,17561,12.5,Rosso Corsa Exterior,Brown Leather Seats,6-Speed Manual Transmission,yes,Used,2005,3.6,8-Cylinder Gas Engine
  Portofino,254991,4742,19.0,Azzurro Lechler Exterior,Rosso Ferrari Leather Seats,7-Speed Automatic Transmission,yes,Used,2020,3.9,8-Cylinder Turbo Gas Engine
  Portofino M,328000,351,19.5,Grigio Silverstone Exterior,Cuoio Leather Leather Seats,8-Speed Automatic Transmission,yes,Certified,2022,3.9,8-Cylinder Turbo Gas Engine
  California,149900,8129,16.0,Blu Tour De France Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2013,4.3,8-Cylinder Gas Engine
  Roma,264990,3872,19.5,Rosso Corsa Exterior,Nero Leather Seats,8-Speed Automatic Transmission,yes,Certified,2023,3.9,8-Cylinder Turbo Gas Engine
  F8 Tributo,365940,8918,17.0,Bianco Avus W/ Full Satin Ppf Exterior,White W/ Black Diamond Stitch Leather Seats,7-Speed Automatic Transmission,yes,Used,2020,3.9,8-Cylinder Turbo Gas Engine
  Roma,239800,2695,19.5,Giallo Modena Exterior,Black Leather Seats,8-Speed Automatic Transmission,yes,Used,2021,3.9,8-Cylinder Turbo Gas Engine
  Roma,249985,9557,19.5,Grigio Silverstone Metallic Exterior,Bordeaux Leather Seats,8-Speed Automatic Transmission,yes,Used,2021,3.9,8-Cylinder Turbo Gas Engine
  Portofino,264995,1900,19.0,Bianco Avus Exterior,Crema Leather Seats,7-Speed Automatic Transmission,yes,Used,2019,3.9,8-Cylinder Turbo Gas Engine
  California T,159991,18475,19.5,Nero Ds 1250 Exterior,Rosso Ferrari Leather Seats,7-Speed Automatic Transmission,yes,Certified,2017,3.9,8-Cylinder Turbo Gas Engine
  F430 Scuderia,299000,4928,13.5,Black Exterior,Black Leather Seats,6-Speed Automatic Transmission,yes,Used,2009,4.3,8-Cylinder Gas Engine
  Roma,274988,3629,19.5,Argento Nurburgring Metallic Exterior,Bordeaux Leather Seats,8-Speed Automatic Transmission,yes,Certified,2022,3.9,8-Cylinder Turbo Gas Engine
  488 Spider,304900,7157,18.5,Red Exterior,Tan Leather Seats,7-Speed Automatic Transmission,yes,Certified,2017,3.9,8-Cylinder Turbo Gas Engine
  GTC4Lusso T,214900,9979,18.0,Rosso Corsa Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2019,3.9,8-Cylinder Turbo Gas Engine
  F430 Scuderia,384900,3603,13.5,Nero Ds 1250 Exterior,Black Leather Seats,6-Speed Automatic Transmission,yes,Used,2009,4.3,8-Cylinder Gas Engine
  458 Spider,259900,8603,15.0,Grigio Titanio Metallic Exterior,Cuoio Leather Seats,7-Speed Automatic Transmission,yes,Used,2014,4.5,8-Cylinder Gas Engine
  Portofino,264995,1900,19.0,Bianco Avus Exterior,Crema Leather Seats,7-Speed Automatic Transmission,yes,Used,2019,3.9,8-Cylinder Turbo Gas Engine
  812 Superfast,369000,7049,14.0,Grigio Ferro Met Exterior,Cuoio Leather Seats,7-Speed Automatic Transmission,yes,Used,2019,6.5,12-Cylinder Gas Engine
  California T,139998,16367,19.5,Black Exterior,Beige Tradizione Leather Seats,7-Speed Automatic Transmission,yes,Used,2016,3.9,8-Cylinder Turbo Gas Engine
  GTC4Lusso,257990,5951,14.5,Bianco Avus Exterior,Black Leather Seats,7-Speed Automatic Transmission,yes,Certified,2018,6.3,12-Cylinder Gas Engine
  Roma,254900,4708,19.5,Rosso Scuderia Exterior,Beige Tradizione Leather Seats,8-Speed Automatic Transmission,yes,Certified,2022,3.9,8-Cylinder Turbo Gas Engine
  F8 Spider,497900,1004,16.5,Rosso Corsa Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2022,3.9,8-Cylinder Turbo Gas Engine
  F430 Coupe,120432,17723,12.5,Color From Sample Exterior,Tan Leather Seats,Automatic Transmission,yes,Used,2005,4.3,8-Cylinder Gas Engine
  Portofino M,347000,281,19.5,Black Exterior,Red Leather Seats,8-Speed Automatic Transmission,yes,Used,2023,3.9,8-Cylinder Turbo Gas Engine
  F430 Spider,158995,16773,13.5,Rosso Corsa Ds Exterior,Beige Leather Seats,6-Speed Manual Transmission,yes,Used,2007,4.3,8-Cylinder Gas Engine
  California,139991,11311,16.5,Rosso Corsa Exterior,Beige Leather Seats,7-Speed Automatic Transmission,yes,Certified,2014,4.3,8-Cylinder Gas Engine
  Roma,299995,576,19.5,Nero Daytona Metallic Exterior,Nero Leather Seats,8-Speed Automatic Transmission,yes,Used,2023,3.9,8-Cylinder Turbo Gas Engine
  488 Spider,304999,11171,18.5,Grigio Silverstone Metallic Exterior,Rosso Ferrari Leather Seats,7-Speed Automatic Transmission,yes,Used,2019,3.9,8-Cylinder Turbo Gas Engine
  California T,199900,5968,19.5,White Exterior,Red Leather Seats,7-Speed Automatic Transmission,yes,Used,2018,3.9,8-Cylinder Turbo Gas Engine
  Roma,244900,3843,19.5,Nero Daytona Metallic Exterior,Nero Leather Seats,8-Speed Automatic Transmission,yes,Used,2021,3.9,8-Cylinder Turbo Gas Engine
  F8 Tributo,399998,4377,17.0,White Exterior,Red Leather Seats,7-Speed Automatic Transmission,yes,Used,2021,3.9,8-Cylinder Turbo Gas Engine
  488 Spider,299995,4051,18.5,Bianco Avus Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2018,3.9,8-Cylinder Turbo Gas Engine
  California T,149900,3702,19.5,Red Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2015,3.9,8-Cylinder Turbo Gas Engine
  812 GTS,539990,3825,13.5,Rosso Mugello Exterior,Bordeaux Leather Seats,7-Speed Automatic Transmission,yes,Certified,2022,6.5,12-Cylinder Gas Engine
  Portofino M,289995,5271,19.5,Nero Daytona Metallic Exterior,Rosso Ferrari Leather Seats,8-Speed Automatic Transmission,yes,Used,2022,3.9,8-Cylinder Turbo Gas Engine
  488 Pista Coupe,581995,1724,17.5,Rosso Corsa Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2019,3.9,8-Cylinder Turbo Gas Engine
  812 Superfast,419800,4383,14.0,Nero Exterior,Rosso Ferrari Leather Seats,7-Speed Automatic Transmission,yes,Used,2020,6.5,12-Cylinder Gas Engine
