name,price,mileage,engine,mpg,ext_color,int_color,transmission,rwd,condition,year
Certified 2022 Ferrari F8 Tributo,"379,990","3,296",3.9L 8-Cylinder Turbo Gas Engine,15 City / 19 Highway ,Rossomugello Exterior,Cioccolato Leather Seats,7-Speed Automatic Transmission,yes,Certified,2022
Certified 2021 Ferrari 812 GTS,"579,900","1,158",6.5L 12-Cylinder Gas Engine,12 City / 15 Highway ,Gray Exterior,Tortora Leather Seats,7-Speed Automatic Transmission,yes,Certified,2021
Certified 2022 Ferrari 812 GTS,"629,995","1,927",6.5L 12-Cylinder Gas Engine,12 City / 15 Highway ,Grigio Scuro Exterior,Cuoio Leather Seats,7-Speed Automatic Transmission,yes,Certified,2022
Certified 2019 Ferrari Portofino,"217,900","10,825",3.9L 8-Cylinder Turbo Gas Engine,16 City / 22 Highway ,Grigio Titanio Metallic Exterior,Bordeaux Leather Seats,7-Speed Automatic Transmission,yes,Certified,2019
Used 2021 Ferrari 812 Superfast,"499,000","3,000",6.5L 12-Cylinder Gas Engine,12 City / 16 Highway ,Rosso Corsa Exterior,Black Leather Seats,7-Speed Shiftable Automatic Transmission,yes,Used,2021
Certified 2016 Ferrari California T,"152,990","2,937",3.9L 8-Cylinder Turbo Gas Engine,16 City / 23 Highway ,Argento Nurburgring Metallic Exterior,Cuoio Leather Seats,7-Speed Automatic Transmission,yes,Certified,2016
Used 2004 Ferrari 360 Spider,"129,900","11,361",3.6L 8-Cylinder Gas Engine,10 City / 15 Highway ,Yellow Exterior,Black Leather Seats,6-Speed Automatic Transmission,yes,Used,2004
Used 2011 Ferrari 458 Italia Coupe,"229,995","11,051",4.5L 8-Cylinder Gas Engine,12 City / 18 Highway ,Bianco Avus Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2011
Used 2002 Ferrari 360 Spider,"116,995","12,263",3.6L 8-Cylinder Gas Engine,10 City / 15 Highway ,Silver Exterior,Saddle Leather Seats,Manual Transmission,yes,Used,2002
Certified 2022 Ferrari F8 Tributo,"389,900","3,159",3.9L 8-Cylinder Turbo Gas Engine,15 City / 19 Highway ,Rosso Mugello Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2022
Certified 2022 Ferrari Roma,"274,988","3,629",3.9L 8-Cylinder Turbo Gas Engine,17 City / 22 Highway ,Argento Nurburgring Metallic Exterior,Bordeaux Leather Seats,8-Speed Automatic Transmission,yes,Certified,2022
Used 2007 Ferrari F430 Spider,"99,999","37,900",4.3L 8-Cylinder Gas Engine,11 City / 16 Highway ,Black Exterior,Red/Black Leather Seats,6-Speed Automatic Transmission,yes,Used,2007
Used 2022 Ferrari Portofino M,"299,988",502,3.9L 8-Cylinder Turbo Gas Engine,16 City / 23 Highway ,Bianco Avus Exterior,Rosso Ferrari Leather Seats,8-Speed Automatic Transmission,yes,Used,2022
Certified 2022 Ferrari 812 GTS,"539,990","3,825",6.5L 12-Cylinder Gas Engine,12 City / 15 Highway ,Rosso Mugello Exterior,Bordeaux Leather Seats,7-Speed Automatic Transmission,yes,Certified,2022
Certified 2011 Ferrari 599 GTB Fiorano,"549,900",728,6.0L 12-Cylinder Gas Engine,11 City / 15 Highway ,Rosso Scuderia 2011 Exterior,Nero Leather Seats,6-Speed Manual Transmission,yes,Certified,2011
Used 2012 Ferrari FF,"129,000","37,839",6.3L 12-Cylinder Gas Engine,11 City / 17 Highway ,Bianco Italia Exterior,Natural Leather Leather Seats,7-Speed Automatic Transmission,no,Used,2012
Certified 2018 Ferrari 812 Superfast,"385,000","9,345",6.5L 12-Cylinder Gas Engine,12 City / 16 Highway ,Nero Ds Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2018
Used 2021 Ferrari F8 Spider,"415,000","5,612",3.9L 8-Cylinder Turbo Gas Engine,15 City / 18 Highway ,Bianco Avus Exterior,Carbon Leather Seats,7-Speed Automatic Transmission,yes,Used,2021
Used 2021 Ferrari F8 Spider,"489,900","5,630",3.9L 8-Cylinder Turbo Gas Engine,15 City / 18 Highway ,Giallo Triplo Strato Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2021
Certified 2022 Ferrari Roma,"259,991","1,702",3.9L 8-Cylinder Turbo Gas Engine,17 City / 22 Highway ,Grigio Titanio Metallic Exterior,Cuoio Leather Seats,8-Speed Automatic Transmission,yes,Certified,2022
Certified 2020 Ferrari F8 Tributo,"358,995","8,014",3.9L 8-Cylinder Turbo Gas Engine,15 City / 19 Highway ,Bianco Avus Exterior,Rosso Ferrari Leather Seats,7-Speed Automatic Transmission,yes,Certified,2020
Certified 2016 Ferrari California T,"154,917","7,822",3.9L 8-Cylinder Turbo Gas Engine,16 City / 23 Highway ,Argento Nurburgring Metallic Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2016
Used 2018 Ferrari 488 Spider,"263,763","15,093",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Nero Ds 1250 Exterior,Cuoio Leather Seats,7-Speed Automatic Transmission,yes,Used,2018
Used 2018 Ferrari 488 GTB,"299,500","2,100",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Rosso Scuderia Exterior,Rosso Ferrari Leather Seats,7-Speed Automatic Transmission,yes,Used,2018
Used 2020 Ferrari 488 Pista Coupe,"599,000",113,3.9L 8-Cylinder Turbo Gas Engine,15 City / 20 Highway ,Rosso Corsa Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2020
Used 2008 Ferrari F430 Spider,"154,999","17,101",4.3L 8-Cylinder Gas Engine,11 City / 16 Highway ,Rosso Corsa Exterior,Crema Leather Seats,6-Speed Shiftable Automatic Transmission,yes,Used,2008
Used 2022 Ferrari Roma,"269,985","1,384",3.9L 8-Cylinder Turbo Gas Engine,17 City / 22 Highway ,Blu Abu Dhabi Metallic Exterior,Cuoio Leather Seats,8-Speed Automatic Transmission,yes,Used,2022
Certified 2019 Ferrari 488 Spider,"329,900","6,001",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Gray Exterior,Beige Leather Seats,7-Speed Automatic Transmission,yes,Certified,2019
Used 2018 Ferrari 488 GTB,"279,995","4,700",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Rosso Corsa Exterior,Tan Leather Seats,7-Speed Automatic Transmission,yes,Used,2018
Used 2018 Ferrari 488 Spider,"269,900","20,047",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Red Exterior,7-Speed Automatic Transmission,2 wheel drive - rear,yes,Used,2018
Used 2015 Ferrari California T,"127,995","15,368",3.9L 8-Cylinder Turbo Gas Engine,16 City / 23 Highway ,Grigio Ingrid Metallic Exterior,Nero Interior,7-Speed Automatic Transmission,yes,Used,2015
Used 2019 Ferrari 812 Superfast,"364,985","8,641",6.5L 12-Cylinder Gas Engine,12 City / 16 Highway ,Bianco Avus Exterior,Black Leather Seats,7-Speed Automatic Transmission,yes,Used,2019
Used 2023 Ferrari Roma,"269,900",228,3.9L 8-Cylinder Turbo Gas Engine,17 City / 22 Highway ,Giallo Modena Exterior,Terra Bruciata Leather Seats,8-Speed Automatic Transmission,yes,Used,2023
Used 2017 Ferrari 488 GTB,"259,900","9,999",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Nero Ds 1250 Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2017
Certified 2019 Ferrari Portofino,"249,900","1,991",3.9L 8-Cylinder Turbo Gas Engine,16 City / 22 Highway ,Alluminio Opaco Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2019
Certified 2020 Ferrari F8 Tributo,"362,490","4,392",3.9L 8-Cylinder Turbo Gas Engine,15 City / 19 Highway ,Bianco Avus Exterior,Rosso Ferrari Leather Seats,7-Speed Automatic Transmission,yes,Certified,2020
Used 2018 Ferrari 488 Spider,"332,895",660,3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Grigio Silverstone Metallic Exterior,7-Speed Automatic Transmission,2 wheel drive - rear,yes,Used,2018
Certified 2018 Ferrari 488 Spider,"279,988","12,976",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Grigio Titanio Exterior,Rosso Ferrari Leather Seats,7-Speed Automatic Transmission,yes,Certified,2018
Certified 2014 Ferrari F12 Berlinetta,"275,000","14,496",6.3L 12-Cylinder Gas Engine,12 City / 16 Highway ,Grigio Silverstone Exterior,Beige Tradizione Leather Seats,7-Speed Automatic Transmission,yes,Certified,2014
Certified 2019 Ferrari Portofino,"219,990","2,529",3.9L 8-Cylinder Turbo Gas Engine,16 City / 22 Highway ,Argento Nurburgring Metallic Exterior,Rosso Ferrari Leather Seats,7-Speed Automatic Transmission,yes,Certified,2019
Certified 2022 Ferrari SF90 Stradale,"649,900",599,Hybrid: Gas/Electric ,16 City / 20 Highway ,Est. 2.5hr Charging TimeSee Details,Rosso Scuderia Exterior,Nero Leather Seats,no,Certified,2022
Certified 2020 Ferrari 488 Pista Coupe,"585,000","2,409",3.9L 8-Cylinder Turbo Gas Engine,15 City / 20 Highway ,Rosso Fuoco Exterior,Rosso Ferrari Leather Seats,7-Speed Automatic Transmission,yes,Certified,2020
Used 2004 Ferrari 360 Spider,"189,900","17,674",3.6L 8-Cylinder Gas Engine,10 City / 15 Highway ,Rosso Corse Exterior,Nero Leather Seats,Manual Transmission,yes,Used,2004
Used 2022 Ferrari F8 Tributo,"409,998",751,3.9L 8-Cylinder Turbo Gas Engine,15 City / 19 Highway ,Rosso Corsa Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2022
Certified 2019 Ferrari 812 Superfast,"399,000","7,374",6.5L 12-Cylinder Gas Engine,12 City / 16 Highway ,Nero Ds 1250 Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2019
Used 2023 Ferrari Roma,"329,900",234,3.9L 8-Cylinder Turbo Gas Engine,17 City / 22 Highway ,Bianco Avus Exterior,Rosso Ferrari Leather Seats,8-Speed Automatic Transmission,yes,Used,2023
Used 2017 Ferrari 488 Spider,"279,991","17,386",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Bianco Avus Exterior,Rosso Ferrari Leather Seats,7-Speed Automatic Transmission,yes,Used,2017
Certified 2015 Ferrari California T,"139,900","14,791",3.9L 8-Cylinder Turbo Gas Engine,16 City / 23 Highway ,Bianco Avus Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2015
Used 2020 Ferrari Portofino,"237,999","10,306",3.9L 8-Cylinder Turbo Gas Engine,16 City / 22 Highway ,Argento Nurburgring Metallic Exterior,Rosso Ferrari Leather Seats,7-Speed Automatic Transmission,yes,Used,2020
Certified 2021 Ferrari Roma,"269,900","4,680",3.9L 8-Cylinder Turbo Gas Engine,17 City / 22 Highway ,Blu Swaters Exterior,Terra Bruciata Leather Seats,8-Speed Automatic Transmission,yes,Certified,2021
Used 2018 Ferrari GTC4Lusso T,"205,000","14,833",3.9L 8-Cylinder Turbo Gas Engine,15 City / 21 Highway ,Grigio Titanio Exterior,Nero Leather Leather Seats,7-Speed Automatic Transmission,yes,Used,2018
Used 2012 Ferrari 458 Italia Coupe,"177,900","24,999",4.5L 8-Cylinder Gas Engine,12 City / 18 Highway ,Nero Daytona Metallic Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2012
Used 2021 Ferrari Roma,"239,900","2,743",3.9L 8-Cylinder Turbo Gas Engine,17 City / 22 Highway ,Grigio Titanio Metallic Exterior,Nero Leather Seats,8-Speed Automatic Transmission,yes,Used,2021
Certified 2022 Ferrari F8 Spider,"474,500","2,010",3.9L 8-Cylinder Turbo Gas Engine,15 City / 18 Highway ,Rosso Corsa Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2022
Used 2018 Ferrari 488 Spider,"299,900","4,658",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Bianco Avus Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2018
Certified 2021 Ferrari F8 Tributo,"369,799","3,561",3.9L 8-Cylinder Turbo Gas Engine,15 City / 19 Highway ,Blue Exterior,7-Speed Automatic Transmission,2 wheel drive - rear,yes,Certified,2021
Used 2014 Ferrari California,"118,999","18,648",4.3L 8-Cylinder Gas Engine,14 City / 19 Highway ,Giallo Modena Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2014
Certified 2018 Ferrari 812 Superfast,"359,995","6,549",6.5L 12-Cylinder Gas Engine,12 City / 16 Highway ,Rosso Corsa Exterior,Black Leather Seats,7-Speed Automatic Transmission,yes,Certified,2018
Certified 2020 Ferrari 488 Pista Coupe,"559,999","1,361",3.9L 8-Cylinder Turbo Gas Engine,15 City / 20 Highway ,Rosso Corsa Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2020
Used 2015 Ferrari FF,"159,559","13,625",6.3L 12-Cylinder Gas Engine,11 City / 16 Highway ,Nero Daytona Metallic Exterior,7-Speed Automatic Transmission,All wheel drive,no,Used,2015
Used 2017 Ferrari 488 Spider,"289,900","17,680",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Argento Nurburgring Metallic Exterior,Rosso Ferrari Leather Seats,7-Speed Automatic Transmission,yes,Used,2017
Certified 2021 Ferrari Roma,"259,900","1,258",3.9L 8-Cylinder Turbo Gas Engine,17 City / 22 Highway ,Black Exterior,White Leather Seats,8-Speed Automatic Transmission,yes,Certified,2021
Certified 2022 Ferrari 812 GTS,"549,900",201,6.5L 12-Cylinder Gas Engine,12 City / 15 Highway ,Gray Exterior,Cuoio Leather Seats,7-Speed Automatic Transmission,yes,Certified,2022
Certified 2021 Ferrari Roma,"244,488","4,772",3.9L 8-Cylinder Turbo Gas Engine,17 City / 22 Highway ,Bianco Cervino Exterior,Rosso Ferrari Leather Seats,8-Speed Automatic Transmission,yes,Certified,2021
Certified 2018 Ferrari 488 Spider,"284,999","6,598",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Rosso Corsa Exterior,Cuoio Leather Seats,7-Speed Automatic Transmission,yes,Certified,2018
Used 2023 Ferrari Roma,"289,985",50,3.9L 8-Cylinder Turbo Gas Engine,17 City / 22 Highway ,Blu Pozzi Exterior,Tortora Leather Seats,8-Speed Automatic Transmission,yes,Used,2023
Certified 2021 Ferrari 812 GTS,"619,000",400,6.5L 12-Cylinder Gas Engine,12 City / 15 Highway ,Nero Daytona Metallic Exterior,Tortora Leather Seats,7-Speed Automatic Transmission,yes,Certified,2021
Used 2015 Ferrari 458 Spider,"287,900","6,604",4.5L 8-Cylinder Gas Engine,13 City / 17 Highway ,Bianco Avus Exterior,Carta Da Zucchero Leather Seats,7-Speed Automatic Transmission,yes,Used,2015
Used 2021 Ferrari F8 Tributo,"359,900","1,100",3.9L 8-Cylinder Turbo Gas Engine,15 City / 19 Highway ,Red Exterior,7-Speed Automatic Transmission,2 wheel drive - rear,yes,Used,2021
Used 2020 Ferrari 812 Superfast,"395,000","1,305",6.5L 12-Cylinder Gas Engine,12 City / 16 Highway ,Grigio Silverstone Exterior,Bordeaux Leather Seats,7-Speed Automatic Transmission,yes,Used,2020
Used 2022 Ferrari Roma,"264,727","3,759",3.9L 8-Cylinder Turbo Gas Engine,17 City / 22 Highway ,Nero Exterior,Nero Leather Seats,8-Speed Automatic Transmission,yes,Used,2022
Certified 2017 Ferrari 488 Spider,"309,800","8,941",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Blue Scozia Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2017
Used 2017 Ferrari GTC4Lusso,"185,777","22,233",6.3L 12-Cylinder Gas Engine,12 City / 17 Highway ,White (Bianco Avus) Exterior,Black W/White Accents Leather Seats,7-Speed Automatic Transmission,yes,Used,2017
Certified 2023 Ferrari Roma,"329,990","2,527",3.9L 8-Cylinder Turbo Gas Engine,17 City / 22 Highway ,Green Exterior,Cuoio Leather Seats,8-Speed Automatic Transmission,yes,Certified,2023
Used 2014 Ferrari 458 Spider,"248,999","11,920",4.5L 8-Cylinder Gas Engine,13 City / 17 Highway ,Nero Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2014
Used 2015 Ferrari 458 Spider,"278,496","3,498",4.5L 8-Cylinder Gas Engine,13 City / 17 Highway ,Rosso Scuderia Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2015
Used 2016 Ferrari 488 GTB,"259,900","8,178",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Gray Exterior,Tan Leather Seats,7-Speed Automatic Transmission,yes,Used,2016
Used 2022 Ferrari SF90 Stradale,"604,999",300,Hybrid: Gas/Electric ,16 City / 20 Highway ,Est. 2.5hr Charging TimeSee Details,Rosso Corsa Exterior,Nero Leather Seats,no,Used,2022
Certified 2023 Ferrari F8 Spider,"499,900",401,3.9L 8-Cylinder Turbo Gas Engine,15 City / 18 Highway ,Rosso Dino Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2023
Certified 2013 Ferrari 458 Spider,"259,999","7,170",4.5L 8-Cylinder Gas Engine,13 City / 17 Highway ,Argento Nurburgring Metallic Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2013
Certified 2018 Ferrari 488 GTB,"269,895","6,674",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Rosso Corsa Exterior,Cuoio Leather Seats,7-Speed Automatic Transmission,yes,Certified,2018
Used 2022 Ferrari Roma,"269,900","2,654",3.9L 8-Cylinder Turbo Gas Engine,17 City / 22 Highway ,Green Exterior,8-Speed Automatic Transmission,2 wheel drive - rear,yes,Used,2022
Certified 2021 Ferrari F8 Tributo,"399,999","1,547",3.9L 8-Cylinder Turbo Gas Engine,15 City / 19 Highway ,Rosso Scuderia Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2021
Used 2022 Ferrari Portofino M,"300,000","1,418",3.9L 8-Cylinder Turbo Gas Engine,16 City / 23 Highway ,Bianco Avus Exterior,8-Speed Automatic Transmission,2 wheel drive - rear,yes,Used,2022
Used 2017 Ferrari 488 GTB,"267,895","7,621",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Black Metallic Exterior,7-Speed Automatic Transmission,2 wheel drive - rear,yes,Used,2017
Used 2019 Ferrari 488 GTB,"268,999","12,431",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Nero Exterior,Black Leather Seats,7-Speed Automatic Transmission,yes,Used,2019
Used 2022 Ferrari Roma,"247,500","2,395",3.9L 8-Cylinder Turbo Gas Engine,17 City / 22 Highway ,Blu Pozzi Exterior,Sabbia Leather Seats,8-Speed Automatic Transmission,yes,Used,2022
Certified 2022 Ferrari F8 Spider,"489,988","2,853",3.9L 8-Cylinder Turbo Gas Engine,15 City / 18 Highway ,Blu Corsa Exterior,Cuoio Leather Seats,7-Speed Automatic Transmission,yes,Certified,2022
Certified 2020 Ferrari 488 Pista Coupe,"444,995","28,120",3.9L 8-Cylinder Turbo Gas Engine,15 City / 20 Highway ,Rosso Corsa Exterior,Nero W/Alcantara Seat Trim Leather Seats,7-Speed Automatic Transmission,yes,Certified,2020
Certified 2023 Ferrari Portofino M,"279,900",220,3.9L 8-Cylinder Turbo Gas Engine,16 City / 23 Highway ,Red Exterior,Black Leather Seats,8-Speed Automatic Transmission,yes,Certified,2023
Used 2013 Ferrari FF,"239,991","3,101",6.3L 12-Cylinder Gas Engine,11 City / 16 Highway ,Nero Daytona Metallic Exterior,Testa Di Moro Leather Seats,7-Speed Automatic Transmission,no,Used,2013
Used 2006 Ferrari F430 Spider,"299,900","14,504",4.3L 8-Cylinder Gas Engine,11 City / 16 Highway ,Nuovo Nero Daytona Exterior,Beige Leather Seats,Manual Transmission,yes,Used,2006
Certified 2021 Ferrari 812 GTS,"589,777","3,961",6.5L 12-Cylinder Gas Engine,12 City / 15 Highway ,Grigio Silverstone Metallic Exterior,Rosso Ferrari Leather Seats,7-Speed Automatic Transmission,yes,Certified,2021
Certified 2020 Ferrari Portofino,"214,995","17,493",3.9L 8-Cylinder Turbo Gas Engine,16 City / 22 Highway ,Blu Tour De France Metallic Exterior,Cuoio Leather Seats,7-Speed Automatic Transmission,yes,Certified,2020
Used 2020 Ferrari 488 Pista Coupe,"569,000","1,177",3.9L 8-Cylinder Turbo Gas Engine,15 City / 20 Highway ,Black Exterior,Black Leather Seats,7-Speed Automatic Transmission,yes,Used,2020
Used 2020 Ferrari F8 Tributo,"340,000","13,000",3.9L 8-Cylinder Turbo Gas Engine,15 City / 19 Highway ,Rosso Corsa Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2020
Used 2020 Ferrari 488 Pista Coupe,"579,000","4,257",3.9L 8-Cylinder Turbo Gas Engine,15 City / 20 Highway ,White Exterior,Black Leather Seats,7-Speed Automatic Transmission,yes,Used,2020
Used 2015 Ferrari F12 Berlinetta,"279,900","9,578",6.3L 12-Cylinder Gas Engine,12 City / 16 Highway ,Bianco Avus Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2015
Used 2015 Ferrari F12 Berlinetta,"284,900","12,068",6.3L 12-Cylinder Gas Engine,12 City / 16 Highway ,Black Exterior,Black Leather Seats,7-Speed Automatic Transmission,yes,Used,2015
Used 2023 Ferrari F8 Spider,"479,999","1,342",3.9L 8-Cylinder Turbo Gas Engine,15 City / 18 Highway ,Bianco Avus Exterior,Cuoio Leather Seats,7-Speed Automatic Transmission,yes,Used,2023
Used 2017 Ferrari 488 GTB,"254,900","10,491",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Grigio Silverstone Metallic Exterior,Beige Tradizione Leather Seats,7-Speed Automatic Transmission,yes,Used,2017
Used 2018 Ferrari 488 Spider,"309,900","8,112",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Extracampionario Giallo Modena Exterior,Blue Sterling Leather Seats,7-Speed Automatic Transmission,yes,Used,2018
Used 2019 Ferrari Portofino,"227,995","3,219",3.9L 8-Cylinder Turbo Gas Engine,16 City / 22 Highway ,Rosso Corsa Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2019
Certified 2022 Ferrari Portofino M,"314,900","1,649",3.9L 8-Cylinder Turbo Gas Engine,16 City / 23 Highway ,Yellow Exterior,Nero Leather Seats,8-Speed Automatic Transmission,yes,Certified,2022
